vehicle_id,vehicle_type,brand,model,fuel_type,color,vehicle_category,spec_note,seats_or_power,daily_rental_usd,available_units,condition,shop_id,shop_name,city,district,address,lat,lng
BIKE_33880,motorbike,Ducati,Streetfighter,Gasoline,Black,Mid-Range,132.0 hp | 30622 km mileage,132.0 hp,20.0,1,Good,SHOP_006,Phuong Nam Rentals,Ho Chi Minh City,Go Vap,"9 Nguyen Oanh, Go Vap, HCMC",10.838,106.6749
BIKE_33880,motorbike,Ducati,Streetfighter,Gasoline,Black,Mid-Range,132.0 hp | 30622 km mileage,132.0 hp,22.0,2,Fair,SHOP_010,West Lake Wheels,Hanoi,Cau Giay,"88 Xuan Thuy, Cau Giay, Hanoi",21.0388,105.7914
BIKE_38364,motorbike,Kreidler,,Gasoline,Orange,Budget,12.0 hp | 1700 km mileage,12.0 hp,10.0,2,Good,SHOP_001,Saigon Wheels Hub,Ho Chi Minh City,District 1,"12 Bui Vien, District 1, HCMC",10.7769,106.7009
BIKE_06111,motorbike,Ktm,1190 Adventure,Gasoline,Orange,Premium,150.0 hp | 44000 km mileage,150.0 hp,22.0,1,Good,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_34579,motorbike,Ducati,899 Panigale,Unknown,White,Premium,140.0 hp | 30500 km mileage,140.0 hp,28.0,1,Good,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_08895,motorbike,Harley-Davidson,Custom Bike,Gasoline,Black,Premium,56.0 hp | 20000 km mileage,56.0 hp,27.0,2,Good,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_24061,motorbike,Harley-Davidson,Heritage,Gasoline,Red,High-End,71.0 hp | 24500 km mileage,71.0 hp,46.0,3,Good,SHOP_012,Tay Ho Premium Rides,Hanoi,Tay Ho,"3 Dang Thai Mai, Tay Ho, Hanoi",21.0631,105.8323
BIKE_04265,motorbike,Kawasaki,Versys 650,Gasoline,Green,Mid-Range,69.0 hp | 15666 km mileage,69.0 hp,19.0,3,Fair,SHOP_001,Saigon Wheels Hub,Ho Chi Minh City,District 1,"12 Bui Vien, District 1, HCMC",10.7769,106.7009
BIKE_38595,motorbike,Harley-Davidson,Dyna Low Rider,Gasoline,Blue,Premium,76.0 hp | 9600 km mileage,76.0 hp,29.0,2,Fair,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_22939,motorbike,Buell,1125 Cr,Gasoline,Black,Mid-Range,150.0 hp | 26500 km mileage,150.0 hp,19.0,1,Good,SHOP_006,Phuong Nam Rentals,Ho Chi Minh City,Go Vap,"9 Nguyen Oanh, Go Vap, HCMC",10.838,106.6749
BIKE_22939,motorbike,Buell,1125 Cr,Gasoline,Black,Mid-Range,150.0 hp | 26500 km mileage,150.0 hp,18.0,3,Fair,SHOP_010,West Lake Wheels,Hanoi,Cau Giay,"88 Xuan Thuy, Cau Giay, Hanoi",21.0388,105.7914
BIKE_21350,motorbike,Harley-Davidson,Dyna Fat Bob,Gasoline,Black,Premium,82.0 hp | 37750 km mileage,82.0 hp,29.0,2,Good,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_21350,motorbike,Harley-Davidson,Dyna Fat Bob,Gasoline,Black,Premium,82.0 hp | 37750 km mileage,82.0 hp,26.0,3,Fair,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_15117,motorbike,Bmw,C 400 Gt,Gasoline,Grey,Mid-Range,34.0 hp | 938 km mileage,34.0 hp,25.0,1,Good,SHOP_010,West Lake Wheels,Hanoi,Cau Giay,"88 Xuan Thuy, Cau Giay, Hanoi",21.0388,105.7914
BIKE_15117,motorbike,Bmw,C 400 Gt,Gasoline,Grey,Mid-Range,34.0 hp | 938 km mileage,34.0 hp,23.0,3,Excellent,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_11734,motorbike,Yamaha,X-Max 125,Gasoline,Grey,Budget,14.0 hp | 29000 km mileage,14.0 hp,8.0,3,Fair,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_24836,motorbike,Ducati,Streetfighter,Gasoline,Black,Mid-Range,125.0 hp | 28000 km mileage,125.0 hp,23.0,1,Excellent,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_24836,motorbike,Ducati,Streetfighter,Gasoline,Black,Mid-Range,125.0 hp | 28000 km mileage,125.0 hp,21.0,2,Good,SHOP_004,Airport Ride HCMC,Ho Chi Minh City,Tan Binh,"302 Hoang Van Thu, Tan Binh, HCMC",10.8185,106.6591
BIKE_27636,motorbike,Piaggio,Nrg Power,Gasoline,White,Budget,10.0 hp | 1500 km mileage,10.0 hp,10.0,1,Good,SHOP_006,Phuong Nam Rentals,Ho Chi Minh City,Go Vap,"9 Nguyen Oanh, Go Vap, HCMC",10.838,106.6749
BIKE_01426,motorbike,Ktm,1290 Super Duke R,Unknown,Black,High-End,105.0 hp | 2645 km mileage,105.0 hp,40.0,1,Good,SHOP_012,Tay Ho Premium Rides,Hanoi,Tay Ho,"3 Dang Thai Mai, Tay Ho, Hanoi",21.0631,105.8323
BIKE_28117,motorbike,Bmw,K 1600 B,Gasoline,Silver,High-End,160.0 hp | 1801 km mileage,160.0 hp,48.0,3,Good,SHOP_012,Tay Ho Premium Rides,Hanoi,Tay Ho,"3 Dang Thai Mai, Tay Ho, Hanoi",21.0631,105.8323
BIKE_37843,motorbike,Honda,Gl 1800,Gasoline,Red,Premium,118.0 hp | 138640 km mileage,118.0 hp,25.0,1,Excellent,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_37843,motorbike,Honda,Gl 1800,Gasoline,Red,Premium,118.0 hp | 138640 km mileage,118.0 hp,26.0,2,Good,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_34654,motorbike,Kawasaki,Z 650,Unknown,White,Mid-Range,113.0 hp | 0 km mileage,113.0 hp,25.0,2,Fair,SHOP_001,Saigon Wheels Hub,Ho Chi Minh City,District 1,"12 Bui Vien, District 1, HCMC",10.7769,106.7009
BIKE_18853,motorbike,Honda,Cbr 1000,Gasoline,Red,Premium,178.0 hp | 23000 km mileage,178.0 hp,21.0,2,Good,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_18853,motorbike,Honda,Cbr 1000,Gasoline,Red,Premium,178.0 hp | 23000 km mileage,178.0 hp,24.0,2,Good,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_38060,motorbike,Honda,Ps 125I,Gasoline,Silver,Budget,14.0 hp | 16800 km mileage,14.0 hp,9.0,2,Fair,SHOP_007,Hanoi Explorer Rentals,Hanoi,Hoan Kiem,"24 Hang Bai, Hoan Kiem, Hanoi",21.0285,105.8542
BIKE_38060,motorbike,Honda,Ps 125I,Gasoline,Silver,Budget,14.0 hp | 16800 km mileage,14.0 hp,10.0,2,Fair,SHOP_001,Saigon Wheels Hub,Ho Chi Minh City,District 1,"12 Bui Vien, District 1, HCMC",10.7769,106.7009
BIKE_01487,motorbike,Triumph,Trident 900,Unknown,Black,Premium,98.0 hp | 3453 km mileage,98.0 hp,23.0,3,Excellent,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_08439,motorbike,Suzuki,Intruder M,Gasoline,Red,Premium,126.0 hp | 35592 km mileage,126.0 hp,25.0,2,Good,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_08439,motorbike,Suzuki,Intruder M,Gasoline,Red,Premium,126.0 hp | 35592 km mileage,126.0 hp,25.0,2,Good,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_08340,motorbike,Malaguti,Password 250,Gasoline,Black,Budget,29.0 hp | 7331 km mileage,29.0 hp,9.0,2,Good,SHOP_007,Hanoi Explorer Rentals,Hanoi,Hoan Kiem,"24 Hang Bai, Hoan Kiem, Hanoi",21.0285,105.8542
BIKE_08340,motorbike,Malaguti,Password 250,Gasoline,Black,Budget,29.0 hp | 7331 km mileage,29.0 hp,10.0,2,Excellent,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_33480,motorbike,Aprilia,Rsv4,Gasoline,White,Premium,179.0 hp | 24500 km mileage,179.0 hp,23.0,1,Good,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_23530,motorbike,Yamaha,Tmax 530,Gasoline,Silver,Mid-Range,46.0 hp | 5800 km mileage,46.0 hp,22.0,2,Good,SHOP_010,West Lake Wheels,Hanoi,Cau Giay,"88 Xuan Thuy, Cau Giay, Hanoi",21.0388,105.7914
BIKE_07800,motorbike,Suzuki,V-Strom 1000,Gasoline,Beige,Mid-Range,101.0 hp | 32740 km mileage,101.0 hp,22.0,2,Good,SHOP_006,Phuong Nam Rentals,Ho Chi Minh City,Go Vap,"9 Nguyen Oanh, Go Vap, HCMC",10.838,106.6749
BIKE_07800,motorbike,Suzuki,V-Strom 1000,Gasoline,Beige,Mid-Range,101.0 hp | 32740 km mileage,101.0 hp,26.0,1,Good,SHOP_007,Hanoi Explorer Rentals,Hanoi,Hoan Kiem,"24 Hang Bai, Hoan Kiem, Hanoi",21.0285,105.8542
BIKE_28065,motorbike,Ktm,790 Adventure,Gasoline,Unknown,Premium,95.0 hp | 30 km mileage,95.0 hp,24.0,2,Good,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_28065,motorbike,Ktm,790 Adventure,Gasoline,Unknown,Premium,95.0 hp | 30 km mileage,95.0 hp,26.0,2,Good,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_01395,motorbike,Yamaha,Xtz 1200,Gasoline,Blue,Premium,111.0 hp | 65273 km mileage,111.0 hp,22.0,3,Fair,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_05907,motorbike,Ducati,Multistrada 950,Gasoline,Red,Premium,129.0 hp | 2642 km mileage,129.0 hp,31.0,2,Good,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_37247,motorbike,Ktm,1190 Adventure,Gasoline,Orange,Premium,204.0 hp | 35357 km mileage,204.0 hp,27.0,1,Good,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_07327,motorbike,Bmw,R 1200 C Montauk,Gasoline,Silver,Premium,61.0 hp | 32900 km mileage,61.0 hp,32.0,3,Excellent,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_25213,motorbike,Suzuki,V-Strom 1000,Gasoline,Black,Premium,101.0 hp | 12800 km mileage,101.0 hp,28.0,2,Good,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_25213,motorbike,Suzuki,V-Strom 1000,Gasoline,Black,Premium,101.0 hp | 12800 km mileage,101.0 hp,29.0,1,Good,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_12505,motorbike,Ducati,,Gasoline,Yellow,Premium,73.0 hp | 1 km mileage,73.0 hp,23.0,1,Good,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_12505,motorbike,Ducati,,Gasoline,Yellow,Premium,73.0 hp | 1 km mileage,73.0 hp,22.0,1,Fair,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_35263,motorbike,Ktm,250 Exc,Gasoline,Blue,Mid-Range,105.0 hp | 1199 km mileage,105.0 hp,22.0,1,Fair,SHOP_004,Airport Ride HCMC,Ho Chi Minh City,Tan Binh,"302 Hoang Van Thu, Tan Binh, HCMC",10.8185,106.6591
BIKE_36000,motorbike,Sym,,Unknown,Black,Budget,14.0 hp | 0 km mileage,14.0 hp,10.0,3,Good,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_23114,motorbike,Suzuki,Gsx-R 600,Gasoline,Black,Premium,126.0 hp | 16191 km mileage,126.0 hp,22.0,2,Good,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_23114,motorbike,Suzuki,Gsx-R 600,Gasoline,Black,Premium,126.0 hp | 16191 km mileage,126.0 hp,21.0,1,Fair,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_00263,motorbike,Ducati,Multistrada 1200,Gasoline,Red,Premium,160.0 hp | 15600 km mileage,160.0 hp,30.0,1,Good,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_31936,motorbike,Buell,Xb 9,Gasoline,Black,Premium,84.0 hp | 47800 km mileage,84.0 hp,25.0,2,Fair,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_10980,motorbike,Yamaha,Yzf-R1,Gasoline,Black,Premium,182.0 hp | 26671 km mileage,182.0 hp,27.0,1,Fair,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_10980,motorbike,Yamaha,Yzf-R1,Gasoline,Black,Premium,182.0 hp | 26671 km mileage,182.0 hp,27.0,1,Excellent,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_00273,motorbike,Harley-Davidson,Sportster 883,Gasoline,Black,Mid-Range,54.0 hp | 32800 km mileage,54.0 hp,19.0,2,Fair,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_00273,motorbike,Harley-Davidson,Sportster 883,Gasoline,Black,Mid-Range,54.0 hp | 32800 km mileage,54.0 hp,19.0,3,Fair,SHOP_004,Airport Ride HCMC,Ho Chi Minh City,Tan Binh,"302 Hoang Van Thu, Tan Binh, HCMC",10.8185,106.6591
BIKE_24726,motorbike,Harley-Davidson,Softail,Gasoline,Blue,Premium,61.0 hp | 785 km mileage,61.0 hp,25.0,1,Excellent,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_09016,motorbike,Yamaha,Tmax 530,Gasoline,Black,Premium,48.0 hp | 10000 km mileage,48.0 hp,19.0,1,Good,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_09016,motorbike,Yamaha,Tmax 530,Gasoline,Black,Premium,48.0 hp | 10000 km mileage,48.0 hp,21.0,2,Fair,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_17036,motorbike,Bmw,R Ninet,Gasoline,Black,Premium,109.0 hp | 2127 km mileage,109.0 hp,35.0,2,Good,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_17036,motorbike,Bmw,R Ninet,Gasoline,Black,Premium,109.0 hp | 2127 km mileage,109.0 hp,36.0,3,Good,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_35932,motorbike,Kawasaki,Gtr 1400,Gasoline,Black,Premium,150.0 hp | 53000 km mileage,150.0 hp,22.0,1,Excellent,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_18339,motorbike,Emco,,Electric,Black,Mid-Range,1.0 hp | 1 km mileage,1.0 hp,10.0,2,Good,SHOP_001,Saigon Wheels Hub,Ho Chi Minh City,District 1,"12 Bui Vien, District 1, HCMC",10.7769,106.7009
BIKE_18339,motorbike,Emco,,Electric,Black,Mid-Range,1.0 hp | 1 km mileage,1.0 hp,12.0,2,Good,SHOP_007,Hanoi Explorer Rentals,Hanoi,Hoan Kiem,"24 Hang Bai, Hoan Kiem, Hanoi",21.0285,105.8542
BIKE_20629,motorbike,Husqvarna,Vitpilen,Gasoline,White,Premium,65.0 hp | 891 km mileage,65.0 hp,24.0,2,Fair,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_20629,motorbike,Husqvarna,Vitpilen,Gasoline,White,Premium,65.0 hp | 891 km mileage,65.0 hp,22.0,3,Fair,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_31244,motorbike,Suzuki,Gsx-S 750,Gasoline,Black,Mid-Range,48.0 hp | 2250 km mileage,48.0 hp,24.0,3,Good,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_31244,motorbike,Suzuki,Gsx-S 750,Gasoline,Black,Mid-Range,48.0 hp | 2250 km mileage,48.0 hp,22.0,2,Good,SHOP_004,Airport Ride HCMC,Ho Chi Minh City,Tan Binh,"302 Hoang Van Thu, Tan Binh, HCMC",10.8185,106.6591
BIKE_29605,motorbike,Others,Universal,Gasoline,Unknown,High-End,29.0 hp | 123654 km mileage,29.0 hp,75.0,3,Good,SHOP_012,Tay Ho Premium Rides,Hanoi,Tay Ho,"3 Dang Thai Mai, Tay Ho, Hanoi",21.0631,105.8323
BIKE_31849,motorbike,Bmw,R 1250 R,Gasoline,Unknown,Premium,136.0 hp | 4735 km mileage,136.0 hp,37.0,2,Good,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_31849,motorbike,Bmw,R 1250 R,Gasoline,Unknown,Premium,136.0 hp | 4735 km mileage,136.0 hp,38.0,2,Excellent,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_29359,motorbike,Honda,Pcx 125,Gasoline,White,Budget,1.0 hp | 900 km mileage,1.0 hp,10.0,1,Good,SHOP_007,Hanoi Explorer Rentals,Hanoi,Hoan Kiem,"24 Hang Bai, Hoan Kiem, Hanoi",21.0285,105.8542
BIKE_29359,motorbike,Honda,Pcx 125,Gasoline,White,Budget,1.0 hp | 900 km mileage,1.0 hp,10.0,3,Good,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_21018,motorbike,Bmw,R Ninet,Gasoline,Black,Premium,110.0 hp | 7000 km mileage,110.0 hp,35.0,3,Good,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_21018,motorbike,Bmw,R Ninet,Gasoline,Black,Premium,110.0 hp | 7000 km mileage,110.0 hp,34.0,2,Good,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_32455,motorbike,Harley-Davidson,Sport Glide,Unknown,Black,High-End,73.0 hp | 1 km mileage,73.0 hp,44.0,1,Good,SHOP_012,Tay Ho Premium Rides,Hanoi,Tay Ho,"3 Dang Thai Mai, Tay Ho, Hanoi",21.0631,105.8323
BIKE_08059,motorbike,Bmw,K 1600 Gt,Gasoline,White,Premium,160.0 hp | 31000 km mileage,160.0 hp,31.0,2,Good,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_08059,motorbike,Bmw,K 1600 Gt,Gasoline,White,Premium,160.0 hp | 31000 km mileage,160.0 hp,31.0,1,Good,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_18097,motorbike,Honda,,Unknown,Black,Premium,1.0 hp | 856 km mileage,1.0 hp,36.0,1,Good,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_03780,motorbike,Can,Am Outlander,Gasoline,Yellow,Premium,63.0 hp | 9758 km mileage,63.0 hp,22.0,1,Good,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_23109,motorbike,Suzuki,Gsx-S 125,Gasoline,Red,Mid-Range,12.0 hp | 0 km mileage,12.0 hp,12.0,2,Good,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_23109,motorbike,Suzuki,Gsx-S 125,Gasoline,Red,Mid-Range,12.0 hp | 0 km mileage,12.0 hp,15.0,2,Excellent,SHOP_001,Saigon Wheels Hub,Ho Chi Minh City,District 1,"12 Bui Vien, District 1, HCMC",10.7769,106.7009
BIKE_15246,motorbike,Bmw,R Ninet,Gasoline,Black,High-End,109.0 hp | 990 km mileage,109.0 hp,40.0,3,Fair,SHOP_012,Tay Ho Premium Rides,Hanoi,Tay Ho,"3 Dang Thai Mai, Tay Ho, Hanoi",21.0631,105.8323
BIKE_38126,motorbike,Yamaha,Niken,Gasoline,Unknown,Premium,73.0 hp | 3655 km mileage,73.0 hp,28.0,2,Excellent,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_38126,motorbike,Yamaha,Niken,Gasoline,Unknown,Premium,73.0 hp | 3655 km mileage,73.0 hp,29.0,1,Good,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_12865,motorbike,Explorer,,Gasoline,Black,Budget,3.0 hp | 10928 km mileage,3.0 hp,8.0,1,Good,SHOP_007,Hanoi Explorer Rentals,Hanoi,Hoan Kiem,"24 Hang Bai, Hoan Kiem, Hanoi",21.0285,105.8542
BIKE_01179,motorbike,Others,,Gasoline,Black,Premium,33.0 hp | 10 km mileage,33.0 hp,28.0,3,Good,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_01179,motorbike,Others,,Gasoline,Black,Premium,33.0 hp | 10 km mileage,33.0 hp,31.0,2,Excellent,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_37136,motorbike,Ktm,690 Duke,Gasoline,White,Mid-Range,71.0 hp | 7000 km mileage,71.0 hp,19.0,3,Good,SHOP_004,Airport Ride HCMC,Ho Chi Minh City,Tan Binh,"302 Hoang Van Thu, Tan Binh, HCMC",10.8185,106.6591
BIKE_37136,motorbike,Ktm,690 Duke,Gasoline,White,Mid-Range,71.0 hp | 7000 km mileage,71.0 hp,19.0,2,Good,SHOP_006,Phuong Nam Rentals,Ho Chi Minh City,Go Vap,"9 Nguyen Oanh, Go Vap, HCMC",10.838,106.6749
BIKE_15555,motorbike,Honda,X-Adv,Gasoline,Grey,Premium,54.0 hp | 20000 km mileage,54.0 hp,18.0,3,Fair,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_15555,motorbike,Honda,X-Adv,Gasoline,Grey,Premium,54.0 hp | 20000 km mileage,54.0 hp,18.0,2,Good,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_31949,motorbike,Yamaha,Mt-10,Gasoline,Grey,Premium,73.0 hp | 22732 km mileage,73.0 hp,29.0,1,Fair,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_31949,motorbike,Yamaha,Mt-10,Gasoline,Grey,Premium,73.0 hp | 22732 km mileage,73.0 hp,29.0,3,Fair,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_03929,motorbike,Bmw,R 1200 Cl,Gasoline,Black,Premium,61.0 hp | 15900 km mileage,61.0 hp,23.0,1,Good,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_35471,motorbike,Honda,Nc 750,Unknown,Blue,Mid-Range,90.0 hp | 11221 km mileage,90.0 hp,22.0,2,Good,SHOP_004,Airport Ride HCMC,Ho Chi Minh City,Tan Binh,"302 Hoang Van Thu, Tan Binh, HCMC",10.8185,106.6591
BIKE_35471,motorbike,Honda,Nc 750,Unknown,Blue,Mid-Range,90.0 hp | 11221 km mileage,90.0 hp,20.0,1,Excellent,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_04146,motorbike,Ducati,Monster 797,Gasoline,White,Mid-Range,129.0 hp | 12000 km mileage,129.0 hp,19.0,1,Excellent,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_04146,motorbike,Ducati,Monster 797,Gasoline,White,Mid-Range,129.0 hp | 12000 km mileage,129.0 hp,19.0,1,Good,SHOP_006,Phuong Nam Rentals,Ho Chi Minh City,Go Vap,"9 Nguyen Oanh, Go Vap, HCMC",10.838,106.6749
BIKE_36252,motorbike,Buell,,Gasoline,Orange,High-End,102.0 hp | 2400 km mileage,102.0 hp,200.0,1,Good,SHOP_012,Tay Ho Premium Rides,Hanoi,Tay Ho,"3 Dang Thai Mai, Tay Ho, Hanoi",21.0631,105.8323
BIKE_02138,motorbike,Honda,Crf 1000,Gasoline,Blue,Premium,95.0 hp | 20000 km mileage,95.0 hp,31.0,3,Good,SHOP_009,Thang Long Moto,Hanoi,Dong Da,"101 Tay Son, Dong Da, Hanoi",21.0215,105.8412
BIKE_00198,motorbike,Honda,Cbf 600,Gasoline,Red,Budget,77.0 hp | 90000 km mileage,77.0 hp,8.0,1,Good,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
BIKE_11627,motorbike,Yamaha,Fjr 1300,Gasoline,Grey,Premium,73.0 hp | 86622 km mileage,73.0 hp,28.0,2,Excellent,SHOP_003,Moto Saigon,Ho Chi Minh City,District 3,"77 Vo Van Tan, District 3, HCMC",10.7787,106.689
